0,1,2,3
6.650908260987267,2.7976342778560563,5.773108997056999,2.063178577581358
6.458794091924857,2.716506212845162,5.60706712214397,2.0039112273970203
5.275343281426266,3.584647586725408,1.4941547625108014,0.22294581167543026
4.904794815275736,3.2768928883329,1.5156234233443366,0.26521158571309145
6.605764462005048,3.044072519766495,5.134326457654868,1.774439276808867
6.891660873201897,3.049093684282529,5.642811023365775,1.9824064079563706
4.173776082432557,2.706455219888726,1.4750689113465099,0.3106051825784464
6.56243144145155,2.9047374586115753,5.370292669477033,1.8863512941545322
4.756828459482479,3.1834844037397345,1.4575940067738922,0.25157190302634025
5.760901137103699,2.4034195241629415,5.045390958876975,1.8076279079845285
6.8783152981275135,3.106601245092481,5.488636860553102,1.91293177040014
4.502782422117278,3.0700778634801127,1.251861955435338,0.1795385333845998
5.085928848159233,3.4909282763585656,1.3614650875507313,0.17872416668602908
7.088154467313093,3.1815580999316078,5.700847653284954,1.9918024969793737
5.109352622691498,3.478492443889456,1.432147416698504,0.20906085303229127
4.414674893563031,2.9822811606995434,1.2899931121261883,0.20472102409649606
5.537394477185566,3.716459161889741,1.6728653770202244,0.2818973840484469
5.341694343459914,2.5063097937740095,4.050746210190669,1.3885689912115096
6.954313485228316,2.9859354497666226,5.89940183326804,2.0944931994034905
7.506880765141126,3.1422923034969616,6.550891979653432,2.3446475657592476
5.1066528868961205,3.4910836892454036,1.3987952167455435,0.19401514783735407
4.816447038813614,3.2209084221405426,1.4814543688762736,0.2572871524284155
5.127376925633012,3.4912391021322438,1.4361253459403565,0.20930612898867884
5.782841525120492,2.718581187552555,4.37333812216615,1.4977732357873237
6.4383844657468385,3.2093361018167106,4.456661982671982,1.4785818724757964
4.873184689351963,3.3534660274882766,1.285171120130898,0.1623847482039008
5.081438218276167,3.3083165153607164,1.7658173944975717,0.36439135399294187
6.243810808796927,3.1089870455735524,4.3295681189649065,1.4373757410930936
5.280596554101176,3.5350985616291686,1.6156369879458166,0.27814921092226663
7.455636635185562,2.928373436464776,6.940957664992737,2.527860293227171
4.861130226321119,2.4571183439873723,3.2880897440846764,1.0811768158277681
8.014415450905998,3.6763628094974066,6.2672525246837045,2.1702667051969367
6.547216033037976,3.2972882174841187,4.455860955175947,1.4686903629152255
5.451318090626884,3.7920532288747584,1.3455922379701881,0.13947390625506584
6.133574794241825,2.8183862213484803,4.785596038990562,1.6559750782951244
5.743837227681048,4.057082952827539,1.2787629001626009,0.0832526717193316
7.499115854654903,3.0920750320040398,6.650213627641475,2.3908362870245434
5.259778466372255,3.591121919714885,1.4512288220629959,0.20463931691740733
4.751909483707478,3.1450424212752077,1.5354900291857996,0.28769434062961075
7.192495404721164,3.086898454601166,6.104398932735756,2.167578174725715
4.953767555327862,3.3592332221877124,1.4186618225870054,0.21649790275387304
6.666438081959715,2.898068820841902,5.574465701080913,1.9708011350507664
5.709783321722942,2.7948435009342547,4.068225560563087,1.3643644359754832
5.691278522965679,2.8457213158678907,3.9196472090034065,1.297905312025951
5.50398928068624,2.859214004294078,3.54863127499046,1.1442966113848072
6.585614968075943,2.924113862730679,5.368674787465894,1.8835810565042221
6.673576297714344,2.987544031126903,5.38532145630414,1.8835105546492885
6.117804725361499,2.749763914950845,4.911939123807734,1.7152455968291438
6.620848781243307,3.101222659953441,5.032651975784847,1.7265319235737455
4.8581353641952685,3.189407011326009,1.6284148384248127,0.3209760387276378
5.322855247802744,2.6451786162684128,3.702789610784066,1.2307840304118698
6.793388001184394,2.9425888237795412,5.704720639514738,2.019373814300118
5.929351283725968,2.5287956582311573,5.068450293483318,1.803451647826032
5.080863673468385,3.428119759509695,1.494138935491735,0.23995859314626233
6.428160067373115,3.139897839091525,4.59493164186598,1.5428318125427278
5.733113047263176,2.8385864394377,4.0118298530228484,1.33648220946821
6.156904519782057,2.862129159851926,4.729200331450324,1.628092851787851
5.932974970969563,2.7824775946092966,4.501975178588835,1.5435756773863654
5.347499548102783,3.6863643246993223,1.3955752797423293,0.1714618910659017
5.21842443789051,3.534632322968653,1.5036466003613809,0.23227626746829255
4.816447038813614,3.2209084221405426,1.4814543688762736,0.2572871524284155
6.429970845801837,2.7541245360261666,5.469680393090277,1.9434831306608837
5.7224081530737,2.8327726498889367,4.0054990898990175,1.3345183015419964
7.945052969016888,3.5058760551949883,6.526262244093146,2.2950152438549374
4.6506025789946905,3.139119813688934,1.3646691975348804,0.21829020492831408
